transactionAmount,paymentType,transactionVelocity,ipRisk,deviceRisk,geoDistance,impossibleTravel,hourOfDay,repeatedFailures,newDeviceFlag,fraudLabel
737.34,0,1,50.45,12.06,69.43,0,4,0,0,0
5523.04,0,0,91.82,39.61,23.83,0,1,1,0,1
10630.39,0,9,39.51,13.5,319.94,0,23,0,0,1
3388.79,0,1,5.55,27.99,197.59,0,1,0,1,0
5433.09,1,3,2.94,84.24,154.38,0,4,1,0,0
67821.19,1,1,27.8,19.64,0.86,0,22,0,0,1
21991.84,0,8,92.52,35.55,1.71,0,9,0,0,1
2945.5,0,0,41.54,9.35,11.09,0,16,0,0,1
1840.19,0,0,15.85,23.01,43.6,0,19,0,0,0
1248.9,1,1,25.02,10.73,50.04,0,4,1,0,0
8324.55,0,3,14.32,8.6,43.28,0,1,0,0,0
794.91,1,1,23.42,29.49,35.48,0,20,3,0,0
2434.33,1,2,19.64,10.18,37.48,0,15,0,1,1
3472.71,0,0,7.99,10.92,3991.63,1,0,1,0,0
1895.04,0,1,12.22,7.65,336.38,0,16,0,1,0
4145.67,1,0,4.98,22.94,18.91,0,10,0,0,0
40721.57,0,0,5.57,18.8,0.8,0,19,7,1,0
2774.99,0,0,3.21,11.69,54.95,0,19,0,0,0
2027.57,1,4,24.08,11.93,231.82,0,8,4,0,1
8650.15,1,0,37.76,1.94,218.9,0,14,0,1,0
3982.18,1,1,34.72,9.17,58.7,1,13,0,0,0
13218.01,0,1,5.18,4.78,364.67,0,1,0,0,0
3694.82,0,1,28.67,19.61,37.55,0,13,0,0,0
2444.45,0,5,34.14,20.94,5.45,0,9,0,0,0
526.51,0,15,17.75,47.69,18.03,0,15,0,1,1
620.34,0,1,24.6,12.06,23.22,0,17,1,0,1
499.85,0,2,18.69,4.49,1.32,0,15,0,0,0
4579.47,0,0,10.66,30.17,143.49,0,0,1,0,0
135405.93,0,9,19.61,26.86,32.28,0,18,1,0,1
10999.19,0,0,4.14,10.96,2172.44,1,1,0,1,0
3230.03,0,0,4.85,31.76,15.88,0,2,2,0,0
2454.83,1,1,27.61,11.75,2462.96,1,7,1,0,1
1347.69,0,1,14.5,65.91,42.29,0,2,0,0,0
84413.75,0,0,27.73,6.92,292.61,0,6,1,0,0
1401.79,0,0,9.1,16.08,84.49,0,6,0,0,0
1169.84,0,0,41.11,16.62,35.68,0,14,1,0,0
10284.06,0,4,38.05,21.89,176.1,0,19,0,0,0
4467.66,0,3,25.4,30.69,205.28,0,21,0,0,0
2477.66,0,1,63.69,33.69,60.29,0,3,0,1,1
5951.7,0,0,39.65,58.7,21.21,0,11,0,0,0
3161.91,0,1,32.39,15.9,268.45,0,0,0,0,0
125630.0,0,1,3.6,1.81,111.87,0,14,0,0,0
1384.58,0,6,13.22,35.15,125.78,0,9,1,0,0
24844.67,1,1,10.66,5.35,193.23,0,3,0,0,0
1755.27,1,1,9.49,10.42,72.69,0,4,0,0,1
14853.88,1,0,14.46,9.23,255.42,0,5,4,1,1
2594.45,0,0,11.6,14.15,93.91,0,1,0,1,0
7024.06,1,2,16.72,24.7,3.25,0,1,0,0,1
6530.4,0,2,5.2,0.3,353.92,0,14,0,0,0
9866.02,0,0,16.45,14.96,302.95,0,18,0,0,0
1352.05,1,0,9.36,37.98,180.7,0,7,0,0,0
9187.83,0,0,37.93,69.8,259.25,0,19,0,0,0
19859.54,0,3,23.82,11.24,344.8,0,9,0,0,1
2419.48,1,1,20.49,48.62,135.51,0,17,1,0,1
3244.47,1,0,82.54,25.82,2449.58,1,5,0,0,1
1856.7,1,0,13.4,4.77,37.91,0,23,0,0,0
2216.23,0,3,25.34,11.32,55.63,0,17,0,0,0
17351.3,0,0,6.53,70.62,36.09,0,20,0,0,1
1147.99,1,2,1.7,44.26,12.62,0,13,0,0,0
1221.56,0,1,4.99,30.85,61.58,0,22,0,1,0
15691.92,1,2,27.59,23.72,115.35,0,8,1,0,0
5852.06,0,0,7.4,14.75,403.94,1,6,1,0,0
26117.75,0,0,6.13,32.16,248.3,0,20,1,0,0
1997.32,0,2,39.1,3.0,19.91,0,20,0,0,0
3555.61,1,0,3.02,11.89,4439.49,1,5,0,0,1
1618.61,0,1,61.95,13.5,98.22,0,20,0,0,0
3616.64,0,1,15.46,48.23,52.75,0,10,0,0,0
73712.34,0,2,11.37,21.65,13.02,0,0,1,0,0
6216.45,0,2,11.43,20.22,76.17,0,13,0,0,0
107219.85,0,2,61.19,17.78,57.78,0,12,0,0,1
2958.52,1,1,3.27,15.59,3084.44,1,23,0,0,0
2120.98,0,2,4.93,14.49,423.36,0,0,0,1,0
1280.81,1,3,5.33,6.79,6.71,0,9,0,1,0
6488.02,1,0,24.86,22.24,47.98,0,0,0,0,0
971.57,0,1,8.21,8.34,3274.41,1,16,0,0,0
5228.58,0,3,13.14,11.13,108.08,0,2,1,0,0
24945.57,0,4,34.24,18.94,65.9,1,7,0,0,1
13842.81,0,1,37.04,47.71,18.51,0,20,6,1,0
695.67,0,0,11.38,34.17,268.17,0,0,0,0,0
1832.18,1,0,72.82,16.62,245.65,0,18,7,0,0
4776.44,1,1,12.71,9.8,416.17,0,10,0,0,0
2921.11,1,0,17.44,33.27,109.68,0,20,1,1,0
773.24,0,0,10.63,19.69,124.06,0,8,0,1,0
4606.93,1,2,22.43,19.02,94.84,0,17,0,0,0
3102.56,1,4,5.46,0.7,43.84,0,22,0,0,0
21254.53,0,1,3.02,14.4,11.98,0,19,0,0,0
2432.73,1,2,8.3,3.01,39.91,0,13,3,0,1
10076.92,0,5,9.89,24.8,97.94,0,10,0,0,0
882.63,0,1,18.99,54.54,77.83,0,3,0,0,0
152614.6,0,0,24.57,66.87,21.34,0,7,0,0,1
6448.88,0,1,20.4,27.26,3087.43,1,13,2,0,1
9262.51,0,2,6.63,9.66,37.13,0,20,0,0,0
1203.04,1,3,22.93,13.81,43.1,0,12,0,0,0
3210.16,1,2,16.98,14.66,87.52,0,15,0,0,0
787.15,0,0,44.05,42.72,39.55,0,14,0,0,0
2614.37,1,0,9.31,8.61,65.96,0,20,0,0,0
7236.72,1,0,5.76,11.96,479.54,0,22,0,0,0
2028.48,0,2,24.07,13.92,29.94,0,16,5,0,0
2442.96,0,10,2.33,8.91,332.02,0,15,0,0,0
1012.53,0,0,17.78,24.22,76.64,0,1,1,0,0
1638.67,0,4,6.84,10.22,40.63,0,13,0,0,0
133341.91,1,2,20.85,18.12,3517.47,1,13,0,0,1
3370.87,0,8,10.67,95.61,654.6,0,16,1,0,1
1150.2,0,1,8.42,12.33,1.04,0,17,0,0,0
2287.53,0,0,28.73,13.37,22.07,0,14,0,1,0
634.33,0,0,32.16,6.68,226.77,0,17,0,1,0
1136.65,1,1,8.45,6.91,208.69,0,3,2,1,0
12214.02,0,3,13.4,26.54,78.99,0,2,0,0,1
2717.64,0,2,12.43,27.34,127.66,0,23,0,1,0
20758.9,0,1,18.16,53.52,140.92,0,19,0,0,0
2848.8,0,4,49.37,97.64,5.91,0,23,0,0,1
3023.05,0,2,72.67,14.97,23.73,0,10,1,1,1
5948.5,0,2,23.72,19.51,12.25,0,19,0,0,0
216.46,0,1,17.66,28.76,2270.35,1,18,1,0,1
3846.58,0,0,5.86,13.92,386.05,0,1,0,0,0
2983.98,1,0,3.63,12.67,117.92,0,13,0,0,0
13849.98,1,12,33.64,5.88,6.25,0,10,1,1,1
8222.91,1,0,53.68,13.3,24.62,0,15,1,0,0
1008.59,1,3,3.67,24.36,118.51,0,19,1,0,0
10852.37,1,0,9.7,66.24,1012.17,1,13,1,0,1
2410.73,0,1,10.81,16.4,210.43,0,13,0,0,0
1268.44,0,2,8.72,13.75,457.65,0,12,3,1,1
3816.55,0,1,33.7,4.23,137.19,0,3,0,0,0
2558.64,0,0,18.31,23.26,116.98,0,6,0,0,0
14595.45,1,12,13.16,16.89,72.54,0,0,1,0,0
4405.56,0,1,5.76,39.58,385.91,0,7,0,0,0
3849.35,1,3,75.14,12.8,69.49,0,8,0,1,1
7712.88,1,2,46.1,23.92,528.21,0,20,0,0,0
9347.57,0,0,7.52,3.48,32.62,0,5,0,0,0
6860.98,1,0,40.28,20.78,78.9,0,8,0,1,0
12957.93,0,0,7.5,9.76,56.71,0,0,0,0,0
5759.94,1,1,3.8,8.93,223.89,0,5,0,0,0
142164.31,0,2,21.92,26.45,225.32,0,14,1,0,1
10820.22,0,2,14.45,23.87,152.25,0,22,4,0,0
2861.51,0,0,14.76,21.13,249.53,1,16,0,0,0
3239.73,0,2,1.6,9.76,133.81,0,12,0,0,0
17528.39,0,4,23.47,7.92,573.14,0,18,1,0,0
15865.85,1,0,14.89,7.88,97.64,0,22,1,0,0
3108.28,1,7,36.35,11.62,36.06,0,10,0,0,0
148131.53,0,1,100.0,5.23,4386.17,1,8,1,0,1
13536.89,0,1,40.5,13.52,72.87,0,23,4,0,1
6977.31,0,1,29.42,28.38,403.01,0,0,0,0,0
4296.61,0,2,5.78,27.51,112.93,0,21,0,0,0
2271.34,1,1,1.94,23.53,18.08,0,18,0,0,0
30019.12,0,11,20.09,45.6,118.33,0,16,0,0,1
3066.5,0,5,16.05,42.08,578.09,0,6,1,0,0
119930.8,0,6,23.08,14.38,77.29,0,3,0,0,0
3565.44,0,1,22.74,10.11,139.98,0,0,1,0,0
4086.42,0,2,33.2,17.34,3.44,0,18,1,0,0
2152.97,1,0,34.78,15.13,4544.7,1,23,0,0,1
7737.44,1,0,13.66,7.11,84.94,0,4,1,0,1
11371.12,1,1,26.94,11.91,13.03,0,6,0,0,0
8265.93,1,0,5.47,49.94,132.22,0,4,1,0,0
2377.37,0,1,8.09,27.0,12.75,0,12,0,0,0
6672.98,1,0,19.16,5.9,17.01,0,18,0,1,0
3387.89,1,0,33.81,21.87,269.39,0,13,0,0,0
910.74,1,3,9.78,2.62,481.25,0,16,0,0,0
6140.92,1,6,47.51,8.42,806.11,0,14,0,0,0
3626.89,1,1,22.05,11.7,306.56,0,6,0,0,0
41921.24,1,5,13.99,19.94,328.67,0,10,2,0,1
13457.22,0,1,14.38,59.43,48.33,0,7,0,0,0
6381.45,1,2,5.14,54.31,59.05,0,0,0,0,0
4020.54,0,1,13.85,85.5,70.6,0,8,0,0,0
3691.26,0,1,7.0,16.03,39.07,0,14,0,0,0
1148.61,1,0,35.12,11.86,6.38,0,20,0,0,0
550.6,1,1,9.09,23.01,4024.03,1,6,1,0,1
1309.55,1,0,70.35,11.62,16.19,0,0,1,0,0
2987.77,0,2,9.19,86.37,138.39,0,7,0,1,0
381.63,1,2,31.62,43.55,13.71,0,15,5,0,0
1818.34,1,1,4.96,18.93,14.35,0,23,0,0,0
2446.43,0,1,11.13,6.08,103.65,0,7,1,0,1
2526.46,0,0,63.73,15.2,92.59,0,1,0,0,0
1616.92,0,7,96.38,19.34,32.56,1,1,0,0,1
2227.17,1,3,8.77,22.57,49.03,0,17,0,0,0
17569.05,0,0,52.93,6.14,104.78,0,5,1,0,0
6076.26,1,1,18.31,22.78,28.62,0,20,0,0,0
1789.51,0,1,42.11,7.93,164.06,0,11,0,0,0
2926.76,1,3,16.84,3.12,173.68,0,16,1,0,0
3046.31,0,1,6.65,4.61,55.17,0,0,0,1,0
1453.96,1,0,16.56,3.5,4.99,0,15,0,0,0
1452.25,0,5,15.52,13.36,181.64,0,6,0,0,0
8608.66,0,0,6.58,27.84,104.7,0,11,6,0,0
2059.49,1,0,2.06,84.5,126.38,0,23,0,0,0
1048.7,1,0,22.38,11.53,95.34,0,1,1,0,0
3001.48,1,1,0.15,7.16,92.86,0,13,0,0,0
3526.32,0,1,11.27,28.7,156.16,0,2,0,0,0
435.85,0,3,25.27,18.87,232.33,0,2,0,1,1
3008.67,0,0,14.4,16.99,18.71,0,11,0,1,0
7464.99,0,0,87.02,31.15,1.63,0,17,0,0,0
4920.81,1,0,22.18,20.72,386.19,0,2,0,0,0
29137.9,1,5,2.87,1.14,102.43,0,19,0,1,1
10950.16,1,2,25.53,9.84,34.79,0,9,0,0,0
13345.49,1,3,44.92,6.19,402.29,0,11,0,0,1
51538.58,1,2,16.6,30.08,150.16,0,5,0,0,1
6688.58,1,1,22.96,13.67,39.94,0,15,0,0,0
3688.85,0,1,63.82,20.8,185.79,0,20,0,0,0
8297.76,0,1,36.93,6.3,2437.07,1,11,0,1,1
1791.42,1,0,5.99,17.99,147.76,0,20,0,0,0
3490.1,1,11,6.99,10.79,211.03,0,5,0,0,0
1639.71,0,2,12.88,67.8,26.47,0,2,0,0,0
4665.66,0,0,47.01,20.2,216.05,0,21,1,0,0
1632.86,1,0,16.54,20.57,3592.34,1,14,0,0,1
1576.67,0,2,2.07,36.34,131.67,0,1,0,0,0
4738.49,0,10,1.12,2.73,21.86,0,21,0,1,1
2730.63,1,0,39.79,41.54,75.53,0,21,0,1,0
455.99,1,0,23.58,9.23,44.38,0,20,0,0,1
731.02,0,0,38.48,4.73,190.82,0,20,0,0,0
994.99,1,1,33.56,7.97,244.42,0,21,0,0,0
1295.99,0,1,15.35,19.47,122.81,0,0,1,0,0
58070.9,1,1,9.49,25.66,74.02,0,23,0,0,1
3900.81,0,1,11.52,13.08,15.33,0,15,0,0,0
9093.17,0,1,33.21,10.47,352.93,0,14,0,0,1
6652.86,0,0,5.41,34.07,257.03,0,20,0,0,0
9153.6,0,0,24.74,27.06,20.25,0,18,0,1,0
5758.29,1,1,24.07,11.57,84.73,0,12,0,1,0
3864.85,0,1,15.56,6.36,14.31,0,13,0,0,0
9408.34,0,1,8.72,15.51,25.86,0,18,0,0,0
146409.66,0,0,7.24,10.46,33.69,0,19,1,0,0
4564.64,1,1,75.17,13.28,508.23,0,13,0,0,1
11170.95,1,1,15.36,65.19,46.65,0,1,1,0,1
300.13,1,2,1.69,23.59,427.85,0,1,1,0,0
2343.82,0,0,11.67,15.08,421.29,0,3,1,0,0
2308.17,0,1,17.13,54.52,191.0,0,5,1,0,0
9923.72,0,1,4.38,14.06,121.97,0,15,0,0,0
15084.08,0,1,7.0,10.39,37.65,0,18,3,0,0
122827.82,1,0,4.07,20.09,83.0,0,4,0,1,1
12850.87,1,0,4.73,24.73,1439.92,1,7,1,0,1
971.22,0,5,12.76,10.89,63.51,0,23,0,0,0
1001.03,0,0,11.08,50.73,219.78,0,19,1,0,0
2479.26,1,8,51.49,20.55,42.33,0,2,1,0,1
2279.69,0,0,19.86,10.65,32.54,0,4,1,0,0
659.57,0,6,16.97,39.51,257.78,0,19,0,1,0
6002.18,0,4,1.74,17.63,2546.35,1,10,6,0,0
6182.03,0,0,16.15,2.94,95.81,0,23,2,1,0
8991.56,0,1,66.52,6.02,95.28,0,2,1,0,0
2031.53,0,8,25.68,34.46,61.89,0,17,0,0,1
3012.17,0,2,12.17,5.02,47.86,0,3,1,0,0
3039.88,1,2,48.68,47.46,59.54,0,21,0,0,0
16949.53,0,1,11.79,24.49,66.02,0,15,0,0,0
184.15,0,0,4.75,21.14,53.98,0,10,0,0,0
1203.58,1,4,37.48,10.02,1495.18,1,13,1,0,0
3151.21,1,0,5.03,46.4,22.83,0,23,0,1,0
1058.31,0,2,19.59,9.2,90.92,0,14,0,0,0
2420.38,0,3,11.2,19.37,168.45,0,6,0,0,0
2762.59,1,2,11.18,10.31,190.09,0,13,1,0,0
35927.84,0,4,26.26,27.37,168.53,0,22,1,0,1
3342.48,0,2,17.35,5.96,138.78,0,19,0,0,0
5873.17,1,0,26.73,13.29,113.65,0,23,0,0,0
98810.87,0,1,14.35,17.8,221.19,0,17,0,1,1
1991.82,1,0,37.99,24.72,308.45,0,21,1,1,1
2655.09,0,1,12.9,1.25,384.49,0,4,0,0,0
3110.58,1,2,11.91,6.38,40.79,0,13,0,1,0
549.87,0,1,14.55,24.03,17.79,0,14,0,0,0
4971.88,0,2,35.42,16.58,27.5,0,21,0,0,0
1996.2,0,8,43.61,14.84,100.94,0,2,0,1,0
11064.92,0,0,94.64,23.08,7.04,0,7,0,0,1
5659.29,1,1,2.15,24.58,649.48,0,14,0,0,0
10097.73,0,1,9.75,12.16,300.55,0,14,0,0,0
1140.24,0,11,44.84,22.57,138.95,0,6,0,1,1
2161.62,1,2,36.62,15.87,60.96,0,18,3,0,0
88397.89,1,1,2.93,3.89,185.03,0,2,0,0,0
1548.14,0,2,64.63,2.08,30.15,0,16,0,0,1
10961.07,0,0,66.38,62.52,309.93,0,12,0,0,0
144982.3,1,2,16.45,4.29,6.67,0,14,0,0,1
994.13,1,1,39.53,2.4,85.21,0,15,0,0,0
1981.72,1,1,8.21,6.93,10.4,0,10,0,0,0
2903.88,1,4,10.86,13.98,8.55,0,22,0,0,0
5628.54,1,3,7.59,28.1,58.0,0,12,1,0,0
539.26,0,0,12.12,10.35,199.57,0,1,0,0,0
630.81,0,1,24.04,18.18,6.57,0,23,0,1,1
5113.43,0,1,40.27,10.56,2.55,0,15,0,0,0
446.29,1,13,11.5,16.48,11.93,0,6,0,0,1
2004.61,1,1,24.23,41.52,125.35,0,16,0,0,1
3685.24,0,0,4.6,15.32,272.12,0,4,0,0,1
4748.89,0,1,1.85,19.15,26.82,0,13,0,0,1
2719.71,0,0,3.72,13.49,67.45,0,4,1,0,0
2173.82,1,3,6.05,6.23,50.85,0,12,0,0,0
7292.28,0,2,11.77,30.15,57.47,0,2,0,0,0
4168.06,0,2,1.32,9.55,91.6,0,0,0,0,0
1640.87,0,0,32.42,24.07,272.07,0,18,0,0,0
3254.27,0,4,12.83,40.67,323.08,0,18,0,0,0
4597.05,0,9,3.81,8.69,242.75,0,15,0,0,0
17469.94,0,1,47.88,3.83,103.25,0,13,0,0,1
6879.65,0,0,28.02,13.18,144.59,0,1,6,0,0
10557.13,0,1,7.36,5.34,133.29,0,10,1,0,0
1701.72,0,0,34.13,6.47,639.49,0,17,0,0,0
1855.33,0,1,19.4,8.42,2.08,0,16,0,0,0
2476.55,0,1,2.17,74.2,80.02,0,5,1,0,0
2714.67,1,1,22.69,21.26,313.35,0,16,0,0,0
1143.64,0,1,32.74,9.23,164.21,0,14,0,0,0
11113.7,0,1,2.93,49.82,135.74,0,3,1,0,0
7580.63,0,0,7.99,8.82,115.03,0,0,2,1,1
2308.43,0,1,100.0,5.03,50.78,0,20,0,0,1
5953.36,0,3,0.23,80.31,865.0,1,3,0,1,1
3916.29,0,0,39.11,10.03,156.95,1,7,0,0,0
6437.07,1,0,3.64,6.51,185.14,0,23,0,0,0
817.04,0,3,13.24,10.66,132.88,0,13,0,1,0
2709.01,0,1,44.45,61.28,408.66,0,4,0,1,1
2957.09,0,0,23.18,9.27,93.16,0,23,1,1,0
5846.76,0,0,6.45,13.17,99.54,0,22,0,0,0
1671.64,0,2,45.6,24.87,98.31,0,1,3,0,1
257.26,1,7,54.73,17.96,353.92,0,7,0,0,1
1062.42,1,0,9.77,20.74,69.39,0,6,0,0,0
2948.21,0,0,13.59,4.72,29.49,0,10,1,1,1
3340.53,0,0,23.77,24.23,266.2,0,16,1,0,0
16877.69,0,1,28.11,44.63,27.09,0,20,0,0,0
5612.47,0,3,9.17,3.41,198.01,0,16,0,0,0
3400.0,1,1,60.26,7.75,35.4,0,8,0,0,0
3033.91,0,0,2.37,18.67,158.08,0,1,0,0,0
9453.91,0,1,11.93,17.5,494.75,0,21,0,0,0
1736.96,1,2,4.77,24.6,40.85,0,19,0,0,0
2723.62,0,1,1.36,67.91,12.11,0,11,0,0,0
140908.29,0,2,35.92,71.09,208.26,0,11,1,0,1
12950.71,1,1,3.88,20.78,146.89,0,8,1,1,1
4640.14,0,1,9.63,7.67,157.12,0,7,1,0,0
1544.53,0,1,11.71,10.13,4329.13,1,15,0,1,0
2794.88,0,5,21.37,16.92,65.5,0,7,0,1,0
5216.86,1,2,70.43,18.76,82.29,0,9,0,0,0
2438.85,0,0,31.43,1.12,123.53,0,18,0,0,1
1836.34,0,3,17.92,19.28,179.77,0,1,1,0,0
1629.01,0,3,13.69,23.28,128.48,0,12,0,0,0
4398.25,0,0,24.17,7.7,13.41,0,23,0,0,0
2190.63,1,15,24.01,10.24,50.57,0,18,0,0,0
1990.7,0,4,20.99,21.86,33.86,0,12,0,0,0
44064.29,0,0,30.06,10.53,4.87,0,15,3,0,0
3386.8,0,2,37.82,1.76,7.14,0,4,0,0,0
2614.37,1,2,13.74,8.96,26.66,0,2,0,0,0
2271.85,0,4,8.92,68.43,198.54,0,18,4,0,0
3822.92,1,0,11.48,4.41,34.68,0,0,0,0,0
6621.0,0,2,31.47,62.39,178.59,0,16,0,0,0
6320.58,0,1,10.1,10.31,99.87,0,8,0,0,0
5446.5,1,0,61.22,8.26,75.86,0,18,0,0,0
2463.48,1,8,6.45,94.9,124.08,0,23,3,1,1
52307.04,0,0,0.32,10.8,247.54,0,7,2,0,0
1103.33,1,2,3.72,16.27,55.01,0,4,0,0,0
1731.67,0,2,6.42,10.11,18.31,0,23,0,0,0
3195.98,0,2,78.7,4.72,455.69,0,3,0,0,0
1427.55,1,0,61.51,18.26,14.68,0,21,0,0,0
3449.75,0,0,36.55,31.1,40.68,0,6,0,0,0
1193.38,1,5,2.92,26.67,214.76,0,18,7,0,0
595.27,0,0,13.54,24.79,34.96,0,17,0,0,0
7111.06,1,2,20.03,24.29,262.19,0,18,1,0,0
1950.0,0,1,44.96,22.68,124.0,0,15,0,0,0
130798.67,0,1,8.58,18.44,53.65,0,15,0,0,1
1049.59,0,2,35.38,12.29,3147.92,1,18,0,1,1
4784.02,0,1,6.13,17.06,25.25,0,13,4,0,0
12393.26,0,1,70.99,24.57,94.51,0,1,0,0,0
2094.2,0,2,26.41,54.87,11.38,0,15,0,1,0
2526.11,0,0,36.35,40.23,1257.74,1,20,0,0,0
9151.12,0,3,5.31,5.82,47.33,0,6,0,1,1
512.63,0,1,37.12,2.87,37.34,0,10,6,0,0
22401.17,1,0,25.11,35.8,2070.91,1,16,0,0,1
36101.88,1,1,4.43,27.81,510.78,0,10,0,0,1
209.28,1,9,18.57,17.81,10.54,0,6,0,0,1
2842.66,0,7,23.29,8.86,17.64,0,19,0,0,0
1526.99,1,2,35.97,1.35,35.34,0,15,1,0,0
2404.81,0,1,6.87,18.17,56.36,0,22,0,0,0
2062.38,0,0,15.48,14.57,3914.66,1,21,0,1,1
7056.89,0,2,11.11,11.97,155.38,0,1,0,0,0
2800.16,1,1,2.92,5.88,104.74,0,23,0,1,1
1260.28,0,3,13.66,30.51,719.15,0,5,1,0,0
2638.1,0,0,17.16,100.0,206.7,0,4,0,0,0
5243.71,1,2,8.7,27.8,82.48,0,0,0,1,1
959.37,0,1,8.04,3.61,18.75,0,19,0,0,0
604.12,0,0,3.02,23.03,19.93,0,3,0,0,0
22988.35,1,13,14.74,34.75,10.57,0,21,0,1,0
1648.42,0,4,13.91,36.4,30.79,0,8,0,0,1
120481.36,0,1,28.83,12.66,153.78,0,20,0,0,0
2105.28,1,1,15.63,12.23,12.19,0,2,0,0,0
5421.28,1,0,50.2,43.06,130.03,0,3,0,0,1
18449.45,0,2,13.26,30.56,198.51,0,5,0,0,1
5596.71,1,1,17.98,26.51,4173.7,1,15,0,0,1
686.52,0,0,9.66,27.98,84.27,0,17,0,0,0
785.15,0,0,25.65,17.24,76.4,0,14,1,0,0
2102.82,0,3,22.66,12.94,192.81,0,20,0,0,1
2396.51,0,1,37.5,78.34,228.57,0,3,1,0,1
560.06,1,0,79.0,7.11,109.09,0,7,1,0,0
7110.59,1,1,4.65,3.45,191.49,0,21,1,1,0
1057.52,0,1,25.49,14.04,1549.9,1,11,0,0,0
13950.93,0,1,69.31,29.81,580.38,0,20,1,0,0
19353.58,0,2,8.63,42.12,117.79,0,3,0,0,0
2444.87,1,0,27.34,14.7,33.72,0,1,0,0,1
4860.87,0,1,13.27,28.7,157.42,0,5,0,1,1
914.2,0,0,0.4,72.65,25.22,0,17,0,0,0
5846.96,0,1,10.23,3.57,426.54,0,8,0,0,0
1904.18,0,0,15.29,5.34,170.41,0,23,0,0,0
1056.55,1,1,14.19,25.01,8.92,0,4,0,1,0
2346.46,1,1,18.59,92.08,317.89,0,6,0,0,0
1966.97,0,1,28.5,4.25,45.7,0,16,0,0,0
2263.89,1,8,11.63,26.34,205.51,0,7,0,0,1
8100.49,1,2,15.73,35.37,31.93,0,23,0,1,1
1428.95,0,0,3.62,36.72,45.46,0,17,0,0,0
17765.67,0,1,12.9,69.26,7.52,0,21,1,0,0
832.92,0,1,26.02,11.45,20.62,0,5,0,0,0
15763.15,1,0,21.07,15.89,95.95,0,3,1,0,0
1133.98,0,0,5.77,14.26,38.76,0,1,1,0,0
3130.62,0,3,16.73,20.1,61.15,0,23,0,0,0
1919.47,0,1,13.61,27.59,355.16,0,20,0,0,0
2222.24,1,2,33.99,30.6,90.19,0,0,0,0,0
6983.86,0,0,12.88,9.85,107.24,0,11,0,0,0
14042.26,1,0,35.03,5.26,232.13,0,1,0,0,0
10306.44,0,2,10.16,28.33,57.19,0,11,0,0,0
2090.47,1,3,20.38,18.68,2047.9,1,19,4,0,0
3767.83,0,0,22.36,18.71,131.22,0,1,0,0,0
1433.57,0,1,1.47,3.75,456.87,0,18,0,0,0
1162.64,1,0,16.13,47.03,62.61,0,5,0,1,0
995.95,1,0,14.61,5.11,83.36,0,23,7,0,1
2023.18,0,1,18.44,5.76,196.22,0,3,1,0,0
4022.29,0,2,20.04,16.69,224.75,0,1,5,0,1
463.21,1,9,4.85,2.02,51.63,0,17,0,0,1
2991.85,1,0,6.75,20.85,3807.19,1,21,1,0,1
14271.58,0,3,27.72,21.87,212.51,0,0,1,0,0
9623.0,0,1,39.07,9.3,81.0,0,21,0,1,1
1745.53,1,1,48.12,31.59,232.34,0,14,0,0,0
775.2,1,2,75.98,8.23,200.14,0,22,1,0,0
4963.32,1,1,29.97,26.35,86.64,0,20,0,0,0
308.76,0,1,19.58,9.79,70.38,1,21,0,0,0
9510.52,0,0,87.33,22.83,66.8,0,5,1,0,1
2531.11,1,1,12.34,29.17,62.92,0,1,0,0,0
19561.14,1,2,13.95,13.4,11.52,0,11,0,1,1
557.26,1,1,7.96,21.44,160.33,0,13,0,0,0
112151.76,0,3,16.08,15.13,3628.03,1,22,1,0,0
2834.13,0,3,12.0,16.92,426.67,0,3,0,1,0
2250.59,1,1,100.0,9.39,229.47,0,21,0,0,0
796.44,0,1,0.96,32.12,145.43,0,11,1,0,0
5685.92,1,1,9.97,20.58,4069.17,1,9,0,0,0
6161.88,0,0,72.41,24.22,4413.95,1,3,1,0,1
18678.49,1,1,24.34,15.21,111.85,1,11,1,0,1
8587.39,1,1,13.95,26.46,104.32,0,8,0,0,1
1730.39,0,0,26.58,31.36,171.65,0,8,1,0,0
1148.41,0,0,25.8,13.08,163.27,0,21,0,0,0
797.52,0,0,7.94,13.27,318.7,0,1,1,0,0
13673.63,0,1,2.95,14.41,187.24,0,7,0,0,0
1439.18,0,2,41.49,18.87,61.2,0,1,0,0,0
13769.76,0,0,4.3,12.3,61.19,0,5,0,1,0
5297.93,1,1,22.31,23.14,50.49,0,14,1,1,0
4358.59,0,2,39.69,5.12,16.34,0,12,4,1,0
2305.68,0,0,8.19,9.56,22.99,0,2,0,0,1
6067.32,0,3,17.52,17.45,177.74,0,9,1,0,1
3085.69,0,0,47.74,13.02,31.35,0,3,0,0,0
2166.32,0,2,28.23,0.26,1414.94,1,23,0,0,1
6285.53,0,1,8.3,92.34,282.09,0,22,0,1,1
2713.59,1,1,15.79,17.35,26.77,1,15,0,0,0
1410.45,0,1,14.8,43.28,70.16,0,23,0,0,0
5709.16,1,1,24.06,4.0,2352.84,1,14,0,0,0
61995.41,0,2,4.45,2.4,6.79,0,20,1,0,0
5109.77,0,1,28.84,8.18,17.99,0,5,8,0,0
1990.5,1,1,13.07,26.46,55.56,0,12,0,1,0
129987.51,1,9,12.76,18.36,166.96,0,5,1,0,1
